0,1,2
427.3274237641625,369.7124295628135,0.0
426.6749823722785,370.49032670294787,2.437652757752708
425.963126362196,371.339063097234,3.5471429735238367
425.1922764455081,372.2581371368696,4.446797923936148
424.54948542428565,373.02452826921206,5.076550237155412
423.8582896946199,373.84863168764696,5.676357259823191
423.13024803938197,374.71666601004466,6.246208026731567
422.3326301964704,375.66765508989045,6.816051434886518
421.60698876078925,376.532827662632,7.295903447099127
420.83201165552236,377.45682249397754,7.775734821551657
420.16601726379974,378.25087869444417,8.165580012551706
419.3016275200152,379.2814790181143,8.645308421598038
418.5629989028433,380.1621360335441,9.034910836042581
417.67029984912773,381.2264891685908,9.484265614141892
416.9881240402766,382.0398382561491,9.8137982012806
416.15188123407586,383.03687936281926,10.203277483803767
415.2149214224297,384.15400400721944,10.62273117221176
414.52255849959226,384.97949905445284,10.922353963410712
413.6663039532983,386.0003998910257,11.311961651969735
412.93156777835577,386.8764159996767,11.49186321835045
412.253827492146,387.6844766729489,11.731799750764885
411.5604750076239,388.5111515613359,12.09172684664228
410.8515196797353,389.3564295110611,12.39083116402467
410.0457764371156,390.3171063962393,12.680504214329618
409.38808655339596,391.1012612429504,12.900811408236326
408.5505013871797,392.0999028275028,13.161068928840196
407.6104986320606,393.22065553268305,13.428433687325445
406.74012230100857,394.2583935842357,13.654559559240283
405.94477346177723,395.20667736135886,13.844585014123501
405.04861281910337,396.27515770259527,14.04158915985372
404.14024458196116,397.35819299534603,14.224870519923902
403.22051279293663,398.4547768989314,14.395583721016475
402.38368084144,399.4525204356535,14.539279471881361
401.5388027308576,400.4598573001746,14.674052437458432
400.68638350122905,401.476185340014,14.80028891040194
399.6349937619115,402.7297432557986,14.943703972660144
398.7674891977437,403.76405733812715,15.052788584866839
397.69895746589714,405.0380534221985,15.176714402157094
396.81842065694275,406.0879056755798,15.270799410483896
395.8338903817966,407.26174794699114,15.368248482078272
394.84332118200996,408.44279034743437,15.458900902411106
393.8471320215524,409.63053335177545,15.5432884844853
392.84571107407504,410.82451414576497,15.621848273451224
391.83942046422726,412.02430097302954,15.694957293239886
390.727280058375,413.3502910955173,15.769499591450693
389.813563053077,414.43970365295945,15.826224523652739
388.8966705659141,415.5329022949327,15.879383237237338
387.976801850956,416.62964945347625,15.92921136792627
387.0541432033376,417.72972301139384,15.975923937004518
385.9229140331772,419.07847241210754,16.029065107637983
384.99466501615564,420.1852112926505,16.06950849720799
383.9606283200411,421.4180794072543,16.111461933771732
382.82019152357634,422.777806937588,16.154249622846955
381.5727704985451,424.26509033190683,16.197228370363625
380.53081653471025,425.50739809885926,16.23031947219405
379.4868103282195,426.75215272726587,16.26115564382452
378.5455646058972,427.8743874056083,16.287143333535116
377.602863442168,428.9983573872625,16.311517829922913
